scope,libdays,distanceMajor,distanceMinor,distancePatch,releaseFrequencyPerMonth,numberOfMissedReleases,repository,packageIdent,version
devDependencies,1777,1,0,1,0.07553956834532374,2,/appcenter-cli,/plugin-error,1.0.1
devDependencies,0,0,0,0,0.3330486763450043,0,/appcenter-cli,/extend-shallow,3.0.2
devDependencies,0,0,0,0,0.14906832298136646,0,/appcenter-cli,/is-extendable,1.0.1
devDependencies,1155,3,0,0,0.17898118402937124,6,/appcenter-cli,/is-plain-object,2.0.4
devDependencies,1869,1,0,0,0.39164490861618795,1,/appcenter-cli,/vinyl-fs,3.0.3
devDependencies,2598,2,0,2,0.3816793893129771,4,/appcenter-cli,/glob-stream,6.1.0
devDependencies,1750,3,0,2,0.19575856443719414,8,/appcenter-cli,/glob-parent,3.1.0
devDependencies,502,1,0,1,0.34609334032511796,2,/appcenter-cli,/pumpify,1.5.1
devDependencies,1857,1,1,3,0.33994334277620397,5,/appcenter-cli,/duplexify,3.7.1
devDependencies,1794,1,0,0,0.1050992604126119,1,/appcenter-cli,/to-absolute-glob,2.0.2
devDependencies,0,0,0,0,0.40797824116047143,0,/appcenter-cli,/is-absolute,1.0.0
devDependencies,0,0,0,0,0.19056261343012704,0,/appcenter-cli,/is-relative,1.0.0
devDependencies,0,0,0,0,0.12228260869565216,0,/appcenter-cli,/is-unc-path,1.0.0
devDependencies,0,0,0,0,0.24193548387096772,0,/appcenter-cli,/unique-stream,2.3.1
devDependencies,1973,3,0,0,0.05197505197505197,3,/appcenter-cli,/lead,1.0.0
devDependencies,1125,0,0,3,0.26219340287566956,3,/appcenter-cli,/object.assign,4.1.2
devDependencies,1127,0,0,5,0.2,5,/appcenter-cli,/call-bind,1.0.2
devDependencies,1097,0,1,4,0.30176026823134955,7,/appcenter-cli,/get-intrinsic,1.1.1
devDependencies,1855,0,1,1,0.09454774661203907,3,/appcenter-cli,/define-properties,1.1.3
devDependencies,0,0,0,0,5.0,0,/appcenter-cli,/remove-bom-buffer,3.0.0
devDependencies,1770,1,0,0,0.04896626768226333,1,/appcenter-cli,/resolve-options,1.1.0
